INSERT INTO locationTypeSales VALUES('FDA15', 'OUT049', 'Tier 1', 3735.138);
INSERT INTO locationTypeSales VALUES('DRF27', 'OUT035', 'Tier 2', 2143.876);
INSERT INTO locationTypeSales VALUES('NCB55', 'OUT013', 'Tier 3', 296.281);
INSERT INTO locationTypeSales VALUES('NCX30', 'OUT017', 'Tier 2', 1981.4208);
INSERT INTO locationTypeSales VALUES('DRN36', 'OUT027', 'Tier 3', 2588.6304);
INSERT INTO locationTypeSales VALUES('FDP08', 'OUT017', 'Tier 2', 2906.217);
INSERT INTO locationTypeSales VALUES('NCD31', 'OUT027', 'Tier 3', 1973.4312);
INSERT INTO locationTypeSales VALUES('FDK45', 'OUT017', 'Tier 2', 452.744);
INSERT INTO locationTypeSales VALUES('DRE49', 'OUT049', 'Tier 1', 2428.8384);
INSERT INTO locationTypeSales VALUES('FDU52', 'OUT027', 'Tier 3', 1721.093);
INSERT INTO locationTypeSales VALUES('FDD53', 'OUT010', 'Tier 3', 83.8908);
INSERT INTO locationTypeSales VALUES('FDF11', 'OUT045', 'Tier 2', 4566.7222);
INSERT INTO locationTypeSales VALUES('NCR30', 'OUT019', 'Tier 1', 298.2784);
INSERT INTO locationTypeSales VALUES('FDD03', 'OUT013', 'Tier 3', 5359.69);
INSERT INTO locationTypeSales VALUES('FDF09', 'OUT049', 'Tier 1', 111.8544);
INSERT INTO locationTypeSales VALUES('FDS33', 'OUT018', 'Tier 3', 974.0654);
INSERT INTO locationTypeSales VALUES('FDK03', 'OUT017', 'Tier 2', 9664.7528);
INSERT INTO locationTypeSales VALUES('FDD29', 'OUT035', 'Tier 2', 5834.4054);
INSERT INTO locationTypeSales VALUES('FDD02', 'OUT049', 'Tier 1', 1422.1488);
INSERT INTO locationTypeSales VALUES('FDF29', 'OUT027', 'Tier 3', 1687.803);
INSERT INTO locationTypeSales VALUES('FDP59', 'OUT046', 'Tier 1', 2285.0256);
INSERT INTO locationTypeSales VALUES('NCN17', 'OUT035', 'Tier 2', 1508.037);
INSERT INTO locationTypeSales VALUES('NCM55', 'OUT049', 'Tier 1', 3146.5708);
INSERT INTO locationTypeSales VALUES('FDD39', 'OUT019', 'Tier 1', 432.77);
INSERT INTO locationTypeSales VALUES('FDS02', 'OUT017', 'Tier 2', 4096.6674);
INSERT INTO locationTypeSales VALUES('FDN16', 'OUT045', 'Tier 2', 1444.786);
INSERT INTO locationTypeSales VALUES('FDM21', 'OUT049', 'Tier 1', 5410.9566);
INSERT INTO locationTypeSales VALUES('FDJ04', 'OUT018', 'Tier 3', 355.5372);
INSERT INTO locationTypeSales VALUES('FDT50', 'OUT049', 'Tier 1', 1342.2528);
INSERT INTO locationTypeSales VALUES('FDM27', 'OUT018', 'Tier 3', 1104.5622);
INSERT INTO locationTypeSales VALUES('FDT19', 'OUT045', 'Tier 2', 2077.296);
INSERT INTO locationTypeSales VALUES('FDQ39', 'OUT049', 'Tier 1', 3630.6074);
INSERT INTO locationTypeSales VALUES('NCU30', 'OUT046', 'Tier 1', 2446.815);
INSERT INTO locationTypeSales VALUES('FDY27', 'OUT046', 'Tier 1', 1784.344);
INSERT INTO locationTypeSales VALUES('FDW14', 'OUT046', 'Tier 1', 1569.9564);
INSERT INTO locationTypeSales VALUES('FDJ21', 'OUT017', 'Tier 2', 4811.7366);
INSERT INTO locationTypeSales VALUES('FDX47', 'OUT027', 'Tier 3', 4870.9928);
INSERT INTO locationTypeSales VALUES('FDK56', 'OUT045', 'Tier 2', 3367.6164);
INSERT INTO locationTypeSales VALUES('NCN05', 'OUT035', 'Tier 2', 1464.76);
INSERT INTO locationTypeSales VALUES('FDC26', 'OUT046', 'Tier 1', 667.1316);
INSERT INTO locationTypeSales VALUES('FDT14', 'OUT013', 'Tier 3', 3475.476);
INSERT INTO locationTypeSales VALUES('FDS36', 'OUT035', 'Tier 2', 2306.997);
INSERT INTO locationTypeSales VALUES('FDR48', 'OUT010', 'Tier 3', 455.4072);
INSERT INTO locationTypeSales VALUES('FDM04', 'OUT035', 'Tier 2', 615.1992);
INSERT INTO locationTypeSales VALUES('FDZ37', 'OUT046', 'Tier 1', 1569.9564);
INSERT INTO locationTypeSales VALUES('FDE46', 'OUT017', 'Tier 2', 453.4098);
INSERT INTO locationTypeSales VALUES('NCQ53', 'OUT046', 'Tier 1', 8508.924);
INSERT INTO locationTypeSales VALUES('NCN42', 'OUT018', 'Tier 3', 1177.1344);
INSERT INTO locationTypeSales VALUES('DRH11', 'OUT049', 'Tier 1', 331.5684);
INSERT INTO locationTypeSales VALUES('NCI42', 'OUT049', 'Tier 1', 2292.3494);
INSERT INTO locationTypeSales VALUES('FDT07', 'OUT045', 'Tier 2', 4870.327);
INSERT INTO locationTypeSales VALUES('DRL60', 'OUT046', 'Tier 1', 914.8092);
INSERT INTO locationTypeSales VALUES('FDG20', 'OUT018', 'Tier 3', 1239.7196);
INSERT INTO locationTypeSales VALUES('FDF56', 'OUT046', 'Tier 1', 1810.976);
INSERT INTO locationTypeSales VALUES('FDV33', 'OUT018', 'Tier 3', 2324.9736);
INSERT INTO locationTypeSales VALUES('NCF31', 'OUT049', 'Tier 1', 1973.4312);
INSERT INTO locationTypeSales VALUES('FDD59', 'OUT046', 'Tier 1', 1438.128);
INSERT INTO locationTypeSales VALUES('FDQ52', 'OUT049', 'Tier 1', 4221.8378);
INSERT INTO locationTypeSales VALUES('FDP09', 'OUT027', 'Tier 3', 4247.804);
INSERT INTO locationTypeSales VALUES('FDK24', 'OUT035', 'Tier 2', 950.7624);
INSERT INTO locationTypeSales VALUES('NCA18', 'OUT046', 'Tier 1', 1621.8888);
INSERT INTO locationTypeSales VALUES('NCE07', 'OUT045', 'Tier 2', 1701.7848);
INSERT INTO locationTypeSales VALUES('FDM45', 'OUT035', 'Tier 2', 2302.3364);
INSERT INTO locationTypeSales VALUES('FDQ32', 'OUT046', 'Tier 1', 3095.97);
INSERT INTO locationTypeSales VALUES('FDI34', 'OUT035', 'Tier 2', 4146.6024);
INSERT INTO locationTypeSales VALUES('FDE14', 'OUT013', 'Tier 3', 2596.62);
INSERT INTO locationTypeSales VALUES('DRF37', 'OUT017', 'Tier 2', 3155.892);
INSERT INTO locationTypeSales VALUES('FDW44', 'OUT017', 'Tier 2', 3579.3408);
INSERT INTO locationTypeSales VALUES('FDC59', 'OUT049', 'Tier 1', 1342.2528);
INSERT INTO locationTypeSales VALUES('NCI29', 'OUT010', 'Tier 3', 425.4462);
INSERT INTO locationTypeSales VALUES('FDV38', 'OUT018', 'Tier 3', 1201.1032);
INSERT INTO locationTypeSales VALUES('FDZ49', 'OUT013', 'Tier 3', 2864.9374);
INSERT INTO locationTypeSales VALUES('DRD49', 'OUT045', 'Tier 2', 3813.7024);
INSERT INTO locationTypeSales VALUES('FDA02', 'OUT046', 'Tier 1', 1589.2646);
INSERT INTO locationTypeSales VALUES('FDX20', 'OUT018', 'Tier 3', 3848.324);
INSERT INTO locationTypeSales VALUES('FDS24', 'OUT013', 'Tier 3', 619.8598);
INSERT INTO locationTypeSales VALUES('FDI58', 'OUT046', 'Tier 1', 1491.392);
INSERT INTO locationTypeSales VALUES('FDQ60', 'OUT019', 'Tier 1', 120.5098);
INSERT INTO locationTypeSales VALUES('FDJ27', 'OUT049', 'Tier 1', 2546.685);
INSERT INTO locationTypeSales VALUES('FDV27', 'OUT017', 'Tier 2', 1328.271);
INSERT INTO locationTypeSales VALUES('NCL41', 'OUT046', 'Tier 1', 519.324);
INSERT INTO locationTypeSales VALUES('NCP29', 'OUT046', 'Tier 1', 703.0848);
INSERT INTO locationTypeSales VALUES('FDC45', 'OUT027', 'Tier 3', 3422.212);
INSERT INTO locationTypeSales VALUES('FDN33', 'OUT013', 'Tier 3', 2079.9592);
INSERT INTO locationTypeSales VALUES('DRC01', 'OUT045', 'Tier 2', 1133.1916);
INSERT INTO locationTypeSales VALUES('FDL57', 'OUT045', 'Tier 2', 4908.2776);
INSERT INTO locationTypeSales VALUES('NCF42', 'OUT010', 'Tier 3', 527.3136);
INSERT INTO locationTypeSales VALUES('FDG50', 'OUT046', 'Tier 1', 1550.6482);
INSERT INTO locationTypeSales VALUES('FDH22', 'OUT049', 'Tier 1', 3052.0272);
INSERT INTO locationTypeSales VALUES('FDO36', 'OUT049', 'Tier 1', 3954.852);
INSERT INTO locationTypeSales VALUES('FDY04', 'OUT018', 'Tier 3', 978.726);
INSERT INTO locationTypeSales VALUES('FDZ09', 'OUT035', 'Tier 2', 4094.67);
INSERT INTO locationTypeSales VALUES('FDH28', 'OUT049', 'Tier 1', 721.0614);
INSERT INTO locationTypeSales VALUES('FDN32', 'OUT049', 'Tier 1', 4795.0916);
INSERT INTO locationTypeSales VALUES('DRJ37', 'OUT027', 'Tier 3', 3339.6528);
INSERT INTO locationTypeSales VALUES('FDE57', 'OUT017', 'Tier 2', 1843.6002);
INSERT INTO locationTypeSales VALUES('FDG05', 'OUT045', 'Tier 2', 2659.871);
INSERT INTO locationTypeSales VALUES('FDI09', 'OUT018', 'Tier 3', 5992.2);
INSERT INTO locationTypeSales VALUES('DRD12', 'OUT027', 'Tier 3', 2645.2234);
INSERT INTO locationTypeSales VALUES('FDD02', 'OUT010', 'Tier 3', 592.562);
INSERT INTO locationTypeSales VALUES('FDI36', 'OUT046', 'Tier 1', 593.2278);
INSERT INTO locationTypeSales VALUES('DRK39', 'OUT049', 'Tier 1', 1414.825);
INSERT INTO locationTypeSales VALUES('FDH44', 'OUT035', 'Tier 2', 1471.418);
INSERT INTO locationTypeSales VALUES('FDS56', 'OUT049', 'Tier 1', 524.6504);
INSERT INTO locationTypeSales VALUES('DRJ59', 'OUT045', 'Tier 2', 502.0132);
INSERT INTO locationTypeSales VALUES('NCA30', 'OUT010', 'Tier 3', 567.2616);
INSERT INTO locationTypeSales VALUES('FDF17', 'OUT045', 'Tier 2', 2946.165);
INSERT INTO locationTypeSales VALUES('NCX18', 'OUT046', 'Tier 1', 3338.987);
INSERT INTO locationTypeSales VALUES('NCO53', 'OUT018', 'Tier 3', 2940.1728);
INSERT INTO locationTypeSales VALUES('FDT23', 'OUT049', 'Tier 1', 623.1888);
INSERT INTO locationTypeSales VALUES('NCJ19', 'OUT046', 'Tier 1', 1030.6584);
INSERT INTO locationTypeSales VALUES('FDI05', 'OUT017', 'Tier 2', 1805.6496);
INSERT INTO locationTypeSales VALUES('NCJ19', 'OUT010', 'Tier 3', 114.5176);
INSERT INTO locationTypeSales VALUES('NCS29', 'OUT027', 'Tier 3', 4504.8028);
INSERT INTO locationTypeSales VALUES('NCC06', 'OUT013', 'Tier 3', 3451.5072);
INSERT INTO locationTypeSales VALUES('FDJ12', 'OUT017', 'Tier 2', 2492.7552);
INSERT INTO locationTypeSales VALUES('FDW48', 'OUT013', 'Tier 3', 402.809);
INSERT INTO locationTypeSales VALUES('FDX32', 'OUT017', 'Tier 2', 2600.6148);
INSERT INTO locationTypeSales VALUES('FDH02', 'OUT027', 'Tier 3', 2716.464);
INSERT INTO locationTypeSales VALUES('FDD16', 'OUT046', 'Tier 1', 2386.2272);
INSERT INTO locationTypeSales VALUES('FDR09', 'OUT027', 'Tier 3', 8028.8822);
INSERT INTO locationTypeSales VALUES('FDB32', 'OUT018', 'Tier 3', 1314.2892);
INSERT INTO locationTypeSales VALUES('FDP11', 'OUT013', 'Tier 3', 4136.6154);
INSERT INTO locationTypeSales VALUES('FDG09', 'OUT049', 'Tier 1', 3004.0896);
INSERT INTO locationTypeSales VALUES('FDF21', 'OUT013', 'Tier 3', 2656.542);
INSERT INTO locationTypeSales VALUES('NCJ19', 'OUT027', 'Tier 3', 2748.4224);
INSERT INTO locationTypeSales VALUES('FDY03', 'OUT010', 'Tier 3', 337.5606);
INSERT INTO locationTypeSales VALUES('FDK58', 'OUT013', 'Tier 3', 2631.2416);
INSERT INTO locationTypeSales VALUES('FDC26', 'OUT049', 'Tier 1', 2557.3378);
INSERT INTO locationTypeSales VALUES('FDN15', 'OUT018', 'Tier 3', 2376.906);
INSERT INTO locationTypeSales VALUES('DRH11', 'OUT027', 'Tier 3', 2597.2858);
INSERT INTO locationTypeSales VALUES('NCK17', 'OUT013', 'Tier 3', 319.584);
INSERT INTO locationTypeSales VALUES('DRC01', 'OUT046', 'Tier 1', 492.692);
INSERT INTO locationTypeSales VALUES('FDD03', 'OUT035', 'Tier 2', 2796.36);
INSERT INTO locationTypeSales VALUES('NCY17', 'OUT049', 'Tier 1', 669.129);
INSERT INTO locationTypeSales VALUES('DRY23', 'OUT049', 'Tier 1', 980.0576);
INSERT INTO locationTypeSales VALUES('FDT50', 'OUT035', 'Tier 2', 1342.2528);
INSERT INTO locationTypeSales VALUES('FDC38', 'OUT013', 'Tier 3', 2782.3782);
INSERT INTO locationTypeSales VALUES('NCN06', 'OUT010', 'Tier 3', 327.5736);
INSERT INTO locationTypeSales VALUES('FDP56', 'OUT027', 'Tier 3', 1576.6144);
INSERT INTO locationTypeSales VALUES('FDW34', 'OUT045', 'Tier 2', 2916.204);
INSERT INTO locationTypeSales VALUES('FDU07', 'OUT035', 'Tier 2', 3022.732);
INSERT INTO locationTypeSales VALUES('NCO55', 'OUT018', 'Tier 3', 1071.938);
INSERT INTO locationTypeSales VALUES('FDL16', 'OUT017', 'Tier 2', 792.302);
INSERT INTO locationTypeSales VALUES('FDT59', 'OUT045', 'Tier 2', 3225.1352);
INSERT INTO locationTypeSales VALUES('DRF01', 'OUT027', 'Tier 3', 1895.5326);
INSERT INTO locationTypeSales VALUES('NCS06', 'OUT045', 'Tier 2', 3155.892);
INSERT INTO locationTypeSales VALUES('FDY13', 'OUT019', 'Tier 1', 229.701);
INSERT INTO locationTypeSales VALUES('DRF36', 'OUT010', 'Tier 3', 191.0846);
INSERT INTO locationTypeSales VALUES('FDV10', 'OUT046', 'Tier 1', 894.8352);
INSERT INTO locationTypeSales VALUES('FDE09', 'OUT010', 'Tier 3', 331.5684);
INSERT INTO locationTypeSales VALUES('FDC20', 'OUT045', 'Tier 2', 1174.4712);
INSERT INTO locationTypeSales VALUES('FDI58', 'OUT017', 'Tier 2', 1864.24);
INSERT INTO locationTypeSales VALUES('FDI56', 'OUT017', 'Tier 2', 1733.0774);
INSERT INTO locationTypeSales VALUES('NCI17', 'OUT018', 'Tier 3', 1061.951);
INSERT INTO locationTypeSales VALUES('NCE19', 'OUT049', 'Tier 1', 1037.3164);
INSERT INTO locationTypeSales VALUES('FDA26', 'OUT019', 'Tier 1', 219.0482);
INSERT INTO locationTypeSales VALUES('FDR01', 'OUT018', 'Tier 3', 2388.8904);
INSERT INTO locationTypeSales VALUES('FDC32', 'OUT027', 'Tier 3', 2406.2012);
INSERT INTO locationTypeSales VALUES('FDF11', 'OUT049', 'Tier 1', 1442.1228);
INSERT INTO locationTypeSales VALUES('FDH46', 'OUT046', 'Tier 1', 1230.3984);
INSERT INTO locationTypeSales VALUES('FDY33', 'OUT019', 'Tier 1', 159.1262);
INSERT INTO locationTypeSales VALUES('DRG23', 'OUT046', 'Tier 1', 1829.6184);
INSERT INTO locationTypeSales VALUES('FDY04', 'OUT027', 'Tier 3', 4567.388);
INSERT INTO locationTypeSales VALUES('FDE26', 'OUT045', 'Tier 2', 2745.0934);
INSERT INTO locationTypeSales VALUES('NCU42', 'OUT035', 'Tier 2', 4211.185);
INSERT INTO locationTypeSales VALUES('NCO42', 'OUT035', 'Tier 2', 2916.204);
INSERT INTO locationTypeSales VALUES('FDU25', 'OUT049', 'Tier 1', 984.7182);
INSERT INTO locationTypeSales VALUES('FDW02', 'OUT027', 'Tier 3', 3004.0896);
INSERT INTO locationTypeSales VALUES('FDS22', 'OUT046', 'Tier 1', 351.5424);
INSERT INTO locationTypeSales VALUES('FDG57', 'OUT035', 'Tier 2', 631.8442);
INSERT INTO locationTypeSales VALUES('FDQ25', 'OUT018', 'Tier 3', 4138.6128);
INSERT INTO locationTypeSales VALUES('NCS06', 'OUT018', 'Tier 3', 2892.901);
INSERT INTO locationTypeSales VALUES('FDC29', 'OUT027', 'Tier 3', 1832.2816);
INSERT INTO locationTypeSales VALUES('NCZ41', 'OUT035', 'Tier 2', 1752.3856);
INSERT INTO locationTypeSales VALUES('FDW23', 'OUT046', 'Tier 1', 656.4788);
INSERT INTO locationTypeSales VALUES('FDB03', 'OUT049', 'Tier 1', 3845.6608);
INSERT INTO locationTypeSales VALUES('FDN25', 'OUT019', 'Tier 1', 229.0352);
INSERT INTO locationTypeSales VALUES('NCN05', 'OUT046', 'Tier 1', 732.38);
INSERT INTO locationTypeSales VALUES('FDV43', 'OUT027', 'Tier 3', 847.5634);
INSERT INTO locationTypeSales VALUES('FDG44', 'OUT049', 'Tier 1', 539.298);
INSERT INTO locationTypeSales VALUES('FDS12', 'OUT018', 'Tier 3', 1635.8706);
INSERT INTO locationTypeSales VALUES('FDI52', 'OUT013', 'Tier 3', 2450.144);
INSERT INTO locationTypeSales VALUES('FDU12', 'OUT049', 'Tier 1', 1845.5976);
INSERT INTO locationTypeSales VALUES('FDG58', 'OUT035', 'Tier 2', 3427.5384);
INSERT INTO locationTypeSales VALUES('FDA16', 'OUT018', 'Tier 3', 5084.0488);
INSERT INTO locationTypeSales VALUES('NCD18', 'OUT035', 'Tier 2', 4837.7028);
INSERT INTO locationTypeSales VALUES('FDI21', 'OUT013', 'Tier 3', 639.168);
INSERT INTO locationTypeSales VALUES('FDW31', 'OUT017', 'Tier 2', 2587.9646);
INSERT INTO locationTypeSales VALUES('FDB35', 'OUT018', 'Tier 3', 1470.0864);
INSERT INTO locationTypeSales VALUES('FDK58', 'OUT027', 'Tier 3', 2428.8384);
INSERT INTO locationTypeSales VALUES('FDU14', 'OUT046', 'Tier 1', 3745.125);
INSERT INTO locationTypeSales VALUES('NCP43', 'OUT018', 'Tier 3', 2516.724);
INSERT INTO locationTypeSales VALUES('FDM20', 'OUT027', 'Tier 3', 3185.1872);
INSERT INTO locationTypeSales VALUES('FDT36', 'OUT027', 'Tier 3', 988.0472);
INSERT INTO locationTypeSales VALUES('FDW19', 'OUT018', 'Tier 3', 1757.712);
INSERT INTO locationTypeSales VALUES('FDB29', 'OUT049', 'Tier 1', 2519.3872);
INSERT INTO locationTypeSales VALUES('FDN39', 'OUT017', 'Tier 2', 1510.0344);
INSERT INTO locationTypeSales VALUES('FDI02', 'OUT046', 'Tier 1', 337.5606);
INSERT INTO locationTypeSales VALUES('FDA46', 'OUT027', 'Tier 3', 6026.8216);
INSERT INTO locationTypeSales VALUES('FDV36', 'OUT017', 'Tier 2', 2909.546);
INSERT INTO locationTypeSales VALUES('FDE35', 'OUT013', 'Tier 3', 761.6752);
INSERT INTO locationTypeSales VALUES('FDT46', 'OUT035', 'Tier 2', 809.6128);
INSERT INTO locationTypeSales VALUES('FDS21', 'OUT019', 'Tier 1', 123.8388);
INSERT INTO locationTypeSales VALUES('DRD12', 'OUT017', 'Tier 2', 1459.4336);
INSERT INTO locationTypeSales VALUES('FDR14', 'OUT019', 'Tier 1', 107.8596);
INSERT INTO locationTypeSales VALUES('FDG22', 'OUT027', 'Tier 3', 768.999);
INSERT INTO locationTypeSales VALUES('FDX58', 'OUT049', 'Tier 1', 2746.425);
INSERT INTO locationTypeSales VALUES('FDB40', 'OUT027', 'Tier 3', 4374.306);
INSERT INTO locationTypeSales VALUES('FDJ36', 'OUT010', 'Tier 3', 205.0664);
INSERT INTO locationTypeSales VALUES('NCL53', 'OUT010', 'Tier 3', 354.2056);
INSERT INTO locationTypeSales VALUES('NCX05', 'OUT045', 'Tier 2', 1506.0396);
INSERT INTO locationTypeSales VALUES('FDO21', 'OUT046', 'Tier 1', 1800.3232);
INSERT INTO locationTypeSales VALUES('NCF07', 'OUT018', 'Tier 3', 1518.024);
INSERT INTO locationTypeSales VALUES('FDU20', 'OUT013', 'Tier 3', 1325.6078);
INSERT INTO locationTypeSales VALUES('FDK09', 'OUT010', 'Tier 3', 458.0704);
INSERT INTO locationTypeSales VALUES('FDY57', 'OUT035', 'Tier 2', 1534.0032);
INSERT INTO locationTypeSales VALUES('FDD51', 'OUT027', 'Tier 3', 905.488);
INSERT INTO locationTypeSales VALUES('FDA49', 'OUT027', 'Tier 3', 2267.7148);
INSERT INTO locationTypeSales VALUES('FDG33', 'OUT046', 'Tier 1', 3263.7516);
INSERT INTO locationTypeSales VALUES('FDG35', 'OUT049', 'Tier 1', 2954.1546);
INSERT INTO locationTypeSales VALUES('FDC52', 'OUT045', 'Tier 2', 2106.5912);
INSERT INTO locationTypeSales VALUES('FDS34', 'OUT017', 'Tier 2', 683.1108);
INSERT INTO locationTypeSales VALUES('NCY05', 'OUT049', 'Tier 1', 282.2992);
INSERT INTO locationTypeSales VALUES('FDO46', 'OUT035', 'Tier 2', 1701.7848);
INSERT INTO locationTypeSales VALUES('FDY20', 'OUT049', 'Tier 1', 1358.232);
INSERT INTO locationTypeSales VALUES('FDA13', 'OUT035', 'Tier 2', 607.2096);
INSERT INTO locationTypeSales VALUES('FDS04', 'OUT013', 'Tier 3', 1685.8056);
INSERT INTO locationTypeSales VALUES('FDU51', 'OUT017', 'Tier 2', 2302.3364);
INSERT INTO locationTypeSales VALUES('FDK50', 'OUT018', 'Tier 3', 2750.4198);
INSERT INTO locationTypeSales VALUES('FDO60', 'OUT013', 'Tier 3', 981.3892);
INSERT INTO locationTypeSales VALUES('FDM13', 'OUT017', 'Tier 2', 1442.7886);
INSERT INTO locationTypeSales VALUES('FDU12', 'OUT027', 'Tier 3', 7646.0472);
INSERT INTO locationTypeSales VALUES('NCG54', 'OUT018', 'Tier 3', 1539.9954);
INSERT INTO locationTypeSales VALUES('FDH40', 'OUT010', 'Tier 3', 243.6828);
INSERT INTO locationTypeSales VALUES('NCI06', 'OUT019', 'Tier 1', 359.532);
INSERT INTO locationTypeSales VALUES('FDA58', 'OUT035', 'Tier 2', 4242.4776);
INSERT INTO locationTypeSales VALUES('FDJ02', 'OUT017', 'Tier 2', 2354.2688);
INSERT INTO locationTypeSales VALUES('FDP21', 'OUT018', 'Tier 3', 2458.1336);
INSERT INTO locationTypeSales VALUES('FDN57', 'OUT035', 'Tier 2', 2127.231);
INSERT INTO locationTypeSales VALUES('FDV26', 'OUT027', 'Tier 3', 8388.4142);
INSERT INTO locationTypeSales VALUES('FDZ21', 'OUT049', 'Tier 1', 2799.689);
INSERT INTO locationTypeSales VALUES('FDG21', 'OUT027', 'Tier 3', 1797.66);
INSERT INTO locationTypeSales VALUES('FDF26', 'OUT018', 'Tier 3', 2460.7968);
INSERT INTO locationTypeSales VALUES('FDC39', 'OUT013', 'Tier 3', 2700.4848);
INSERT INTO locationTypeSales VALUES('FDQ24', 'OUT018', 'Tier 3', 4026.7584);
INSERT INTO locationTypeSales VALUES('FDC41', 'OUT017', 'Tier 2', 1301.639);
INSERT INTO locationTypeSales VALUES('NCO14', 'OUT010', 'Tier 3', 44.6086);
INSERT INTO locationTypeSales VALUES('FDE05', 'OUT027', 'Tier 3', 5394.9774);
INSERT INTO locationTypeSales VALUES('FDW52', 'OUT027', 'Tier 3', 3946.8624);
INSERT INTO locationTypeSales VALUES('FDL36', 'OUT027', 'Tier 3', 1438.128);
INSERT INTO locationTypeSales VALUES('FDS04', 'OUT035', 'Tier 2', 3652.5788);
INSERT INTO locationTypeSales VALUES('NCC18', 'OUT049', 'Tier 1', 3621.2862);
INSERT INTO locationTypeSales VALUES('FDN01', 'OUT018', 'Tier 3', 529.311);
INSERT INTO locationTypeSales VALUES('FDY02', 'OUT010', 'Tier 3', 1314.955);
INSERT INTO locationTypeSales VALUES('FDV15', 'OUT017', 'Tier 2', 2804.3496);
INSERT INTO locationTypeSales VALUES('FDC34', 'OUT045', 'Tier 2', 3894.93);
INSERT INTO locationTypeSales VALUES('FDX10', 'OUT017', 'Tier 2', 388.1614);
INSERT INTO locationTypeSales VALUES('NCF19', 'OUT013', 'Tier 3', 583.2408);
INSERT INTO locationTypeSales VALUES('FDE17', 'OUT017', 'Tier 2', 3476.1418);
INSERT INTO locationTypeSales VALUES('FDJ08', 'OUT018', 'Tier 3', 3630.6074);
INSERT INTO locationTypeSales VALUES('NCN53', 'OUT013', 'Tier 3', 388.1614);
INSERT INTO locationTypeSales VALUES('FDC16', 'OUT046', 'Tier 1', 1298.31);
INSERT INTO locationTypeSales VALUES('FDO15', 'OUT018', 'Tier 3', 1404.1722);
INSERT INTO locationTypeSales VALUES('FDQ23', 'OUT027', 'Tier 3', 1948.1308);
INSERT INTO locationTypeSales VALUES('DRF37', 'OUT013', 'Tier 3', 3418.883);
INSERT INTO locationTypeSales VALUES('FDN40', 'OUT035', 'Tier 2', 2153.1972);
INSERT INTO locationTypeSales VALUES('FDN24', 'OUT027', 'Tier 3', 1310.2944);
INSERT INTO locationTypeSales VALUES('FDF16', 'OUT017', 'Tier 2', 3251.7672);
INSERT INTO locationTypeSales VALUES('FDH27', 'OUT049', 'Tier 1', 1150.5024);
INSERT INTO locationTypeSales VALUES('FDY52', 'OUT017', 'Tier 2', 980.0576);
INSERT INTO locationTypeSales VALUES('NCH55', 'OUT027', 'Tier 3', 2783.044);
INSERT INTO locationTypeSales VALUES('NCH18', 'OUT035', 'Tier 2', 1228.401);
INSERT INTO locationTypeSales VALUES('DRC01', 'OUT013', 'Tier 3', 591.2304);
INSERT INTO locationTypeSales VALUES('NCO14', 'OUT035', 'Tier 2', 133.8258);
INSERT INTO locationTypeSales VALUES('DRG39', 'OUT046', 'Tier 1', 578.5802);
INSERT INTO locationTypeSales VALUES('DRK13', 'OUT013', 'Tier 3', 3769.7596);
INSERT INTO locationTypeSales VALUES('FDD41', 'OUT045', 'Tier 2', 1672.4896);
INSERT INTO locationTypeSales VALUES('FDQ19', 'OUT027', 'Tier 3', 12117.56);
INSERT INTO locationTypeSales VALUES('FDX58', 'OUT010', 'Tier 3', 549.285);
INSERT INTO locationTypeSales VALUES('FDK40', 'OUT027', 'Tier 3', 6574.775);
INSERT INTO locationTypeSales VALUES('FDI52', 'OUT017', 'Tier 2', 490.0288);
INSERT INTO locationTypeSales VALUES('FDT28', 'OUT013', 'Tier 3', 2106.5912);
INSERT INTO locationTypeSales VALUES('FDH52', 'OUT017', 'Tier 2', 866.8716);
INSERT INTO locationTypeSales VALUES('FDZ38', 'OUT046', 'Tier 1', 2759.0752);
INSERT INTO locationTypeSales VALUES('FDF12', 'OUT017', 'Tier 2', 1921.4988);
INSERT INTO locationTypeSales VALUES('NCE06', 'OUT027', 'Tier 3', 2588.6304);
INSERT INTO locationTypeSales VALUES('FDO45', 'OUT049', 'Tier 1', 703.0848);
INSERT INTO locationTypeSales VALUES('NCS18', 'OUT045', 'Tier 2', 3751.783);
INSERT INTO locationTypeSales VALUES('NCE54', 'OUT045', 'Tier 2', 1504.708);
INSERT INTO locationTypeSales VALUES('FDB50', 'OUT045', 'Tier 2', 2648.5524);
INSERT INTO locationTypeSales VALUES('FDZ20', 'OUT045', 'Tier 2', 6358.39);
INSERT INTO locationTypeSales VALUES('FDB11', 'OUT045', 'Tier 2', 4725.8484);
INSERT INTO locationTypeSales VALUES('FDU22', 'OUT013', 'Tier 3', 3199.8348);
INSERT INTO locationTypeSales VALUES('FDY48', 'OUT018', 'Tier 3', 1948.1308);
INSERT INTO locationTypeSales VALUES('NCP30', 'OUT035', 'Tier 2', 1257.0304);
INSERT INTO locationTypeSales VALUES('FDD08', 'OUT035', 'Tier 2', 531.3084);
INSERT INTO locationTypeSales VALUES('NCG42', 'OUT049', 'Tier 1', 1038.648);
INSERT INTO locationTypeSales VALUES('NCT30', 'OUT017', 'Tier 2', 850.8924);
INSERT INTO locationTypeSales VALUES('FDT37', 'OUT013', 'Tier 3', 5355.0294);
INSERT INTO locationTypeSales VALUES('FDU04', 'OUT049', 'Tier 1', 2924.1936);
