INSERT INTO outletSizeSales VALUES('FDA15', 'OUT049', 'Medium', 3735.138);
INSERT INTO outletSizeSales VALUES('NCH29', 'OUT035', 'Small', 2642.5602);
INSERT INTO outletSizeSales VALUES('FDU02', 'OUT045', 'Medium', 5267.8096);
INSERT INTO outletSizeSales VALUES('FDN13', 'OUT019', 'Small', 402.1432);
INSERT INTO outletSizeSales VALUES('FDX56', 'OUT019', 'Small', 207.0638);
INSERT INTO outletSizeSales VALUES('FDT11', 'OUT027', 'Medium', 3567.3564);
INSERT INTO outletSizeSales VALUES('NCC18', 'OUT027', 'Medium', 2069.3064);
INSERT INTO outletSizeSales VALUES('FDA32', 'OUT010', 'Medium', 862.8768);
INSERT INTO outletSizeSales VALUES('FDU39', 'OUT018', 'Medium', 770.3306);
INSERT INTO outletSizeSales VALUES('FDV27', 'OUT019', 'Small', 177.1028);
INSERT INTO outletSizeSales VALUES('NCW53', 'OUT045', 'Medium', 3271.0754);
INSERT INTO outletSizeSales VALUES('NCZ42', 'OUT013', 'High', 5451.5704);
INSERT INTO outletSizeSales VALUES('FDO46', 'OUT017', 'Medium', 4349.0056);
INSERT INTO outletSizeSales VALUES('FDQ57', 'OUT027', 'Medium', 3368.948);
INSERT INTO outletSizeSales VALUES('FDZ36', 'OUT018', 'Medium', 2050.664);
INSERT INTO outletSizeSales VALUES('FDK38', 'OUT018', 'Medium', 3563.3616);
INSERT INTO outletSizeSales VALUES('FDU51', 'OUT027', 'Medium', 4604.6728);
INSERT INTO outletSizeSales VALUES('FDS14', 'OUT013', 'High', 1571.288);
INSERT INTO outletSizeSales VALUES('FDQ40', 'OUT049', 'Medium', 2988.1104);
INSERT INTO outletSizeSales VALUES('FDE20', 'OUT049', 'Medium', 4074.696);
INSERT INTO outletSizeSales VALUES('FDH58', 'OUT046', 'Small', 3109.9518);
INSERT INTO outletSizeSales VALUES('NCK53', 'OUT017', 'Medium', 2281.6966);
INSERT INTO outletSizeSales VALUES('FDJ44', 'OUT017', 'Medium', 3663.2316);
INSERT INTO outletSizeSales VALUES('FDN22', 'OUT045', 'Medium', 3271.7412);
INSERT INTO outletSizeSales VALUES('FDH56', 'OUT018', 'Medium', 1621.8888);
INSERT INTO outletSizeSales VALUES('FDK48', 'OUT045', 'Medium', 1128.531);
INSERT INTO outletSizeSales VALUES('FDQ40', 'OUT035', 'Small', 2109.2544);
INSERT INTO outletSizeSales VALUES('FDH10', 'OUT035', 'Small', 968.739);
INSERT INTO outletSizeSales VALUES('FDM21', 'OUT045', 'Medium', 3091.9752);
INSERT INTO outletSizeSales VALUES('FDX12', 'OUT045', 'Medium', 3133.2548);
INSERT INTO outletSizeSales VALUES('FDM51', 'OUT013', 'High', 2037.348);
INSERT INTO outletSizeSales VALUES('FDG09', 'OUT010', 'Medium', 563.2668);
INSERT INTO outletSizeSales VALUES('DRD37', 'OUT013', 'High', 1304.968);
INSERT INTO outletSizeSales VALUES('FDN21', 'OUT046', 'Small', 483.3708);
INSERT INTO outletSizeSales VALUES('NCQ06', 'OUT046', 'Small', 2805.0154);
INSERT INTO outletSizeSales VALUES('FDV52', 'OUT046', 'Small', 1060.6194);
INSERT INTO outletSizeSales VALUES('FDC10', 'OUT017', 'Medium', 1325.6078);
INSERT INTO outletSizeSales VALUES('FDX51', 'OUT035', 'Small', 4502.1396);
INSERT INTO outletSizeSales VALUES('NCD54', 'OUT049', 'Medium', 2889.572);
INSERT INTO outletSizeSales VALUES('NCK18', 'OUT027', 'Medium', 3797.7232);
INSERT INTO outletSizeSales VALUES('FDZ01', 'OUT035', 'Small', 2476.776);
INSERT INTO outletSizeSales VALUES('FDT48', 'OUT046', 'Small', 2182.4924);
INSERT INTO outletSizeSales VALUES('FDB40', 'OUT049', 'Medium', 1895.5326);
INSERT INTO outletSizeSales VALUES('NCC07', 'OUT027', 'Medium', 3050.6956);
INSERT INTO outletSizeSales VALUES('FDT52', 'OUT049', 'Medium', 3185.1872);
INSERT INTO outletSizeSales VALUES('FDK09', 'OUT019', 'Small', 916.1408);
INSERT INTO outletSizeSales VALUES('NCQ30', 'OUT010', 'Medium', 121.8414);
INSERT INTO outletSizeSales VALUES('FDZ60', 'OUT019', 'Small', 215.7192);
INSERT INTO outletSizeSales VALUES('NCK18', 'OUT013', 'High', 2972.1312);
INSERT INTO outletSizeSales VALUES('FDV11', 'OUT010', 'Medium', 875.527);
INSERT INTO outletSizeSales VALUES('FDR25', 'OUT017', 'Medium', 2649.884);
INSERT INTO outletSizeSales VALUES('FDB26', 'OUT045', 'Medium', 745.696);
INSERT INTO outletSizeSales VALUES('DRD01', 'OUT017', 'Medium', 1436.7964);
INSERT INTO outletSizeSales VALUES('FDG32', 'OUT017', 'Medium', 3558.0352);
INSERT INTO outletSizeSales VALUES('FDY49', 'OUT035', 'Small', 2807.0128);
INSERT INTO outletSizeSales VALUES('FDD26', 'OUT035', 'Small', 2776.386);
INSERT INTO outletSizeSales VALUES('FDC22', 'OUT018', 'Medium', 2703.148);
INSERT INTO outletSizeSales VALUES('DRD27', 'OUT045', 'Medium', 1686.4714);
INSERT INTO outletSizeSales VALUES('FDA44', 'OUT027', 'Medium', 1754.383);
INSERT INTO outletSizeSales VALUES('FDW01', 'OUT013', 'High', 1524.682);
INSERT INTO outletSizeSales VALUES('FDV32', 'OUT019', 'Small', 316.255);
INSERT INTO outletSizeSales VALUES('FDK32', 'OUT027', 'Medium', 5031.4506);
INSERT INTO outletSizeSales VALUES('NCA05', 'OUT013', 'High', 2969.468);
INSERT INTO outletSizeSales VALUES('FDR10', 'OUT013', 'High', 1787.0072);
INSERT INTO outletSizeSales VALUES('FDL22', 'OUT035', 'Small', 1086.5856);
INSERT INTO outletSizeSales VALUES('FDD10', 'OUT035', 'Small', 3568.688);
INSERT INTO outletSizeSales VALUES('FDW25', 'OUT013', 'High', 255.6672);
INSERT INTO outletSizeSales VALUES('FDR47', 'OUT049', 'Medium', 1560.6352);
INSERT INTO outletSizeSales VALUES('DRF27', 'OUT049', 'Medium', 5053.422);
INSERT INTO outletSizeSales VALUES('FDQ48', 'OUT027', 'Medium', 1957.452);
INSERT INTO outletSizeSales VALUES('FDS37', 'OUT035', 'Small', 1158.492);
INSERT INTO outletSizeSales VALUES('NCI18', 'OUT046', 'Small', 2692.4952);
INSERT INTO outletSizeSales VALUES('NCJ42', 'OUT027', 'Medium', 1743.0644);
INSERT INTO outletSizeSales VALUES('FDY48', 'OUT035', 'Small', 1435.4648);
INSERT INTO outletSizeSales VALUES('FDB39', 'OUT049', 'Medium', 671.1264);
INSERT INTO outletSizeSales VALUES('DRI37', 'OUT018', 'Medium', 703.0848);
INSERT INTO outletSizeSales VALUES('FDB58', 'OUT017', 'Medium', 1559.9694);
INSERT INTO outletSizeSales VALUES('FDV12', 'OUT013', 'High', 1773.6912);
INSERT INTO outletSizeSales VALUES('NCU06', 'OUT013', 'High', 4364.319);
INSERT INTO outletSizeSales VALUES('FDU34', 'OUT018', 'Medium', 249.0092);
INSERT INTO outletSizeSales VALUES('FDP31', 'OUT018', 'Medium', 383.5008);
INSERT INTO outletSizeSales VALUES('FDV11', 'OUT035', 'Small', 2101.2648);
INSERT INTO outletSizeSales VALUES('NCY06', 'OUT018', 'Medium', 2348.9424);
INSERT INTO outletSizeSales VALUES('NCV41', 'OUT045', 'Medium', 1657.842);
INSERT INTO outletSizeSales VALUES('FDQ52', 'OUT027', 'Medium', 6705.2718);
INSERT INTO outletSizeSales VALUES('FDM38', 'OUT013', 'High', 1525.3478);
INSERT INTO outletSizeSales VALUES('FDA14', 'OUT046', 'Small', 1464.76);
INSERT INTO outletSizeSales VALUES('FDB23', 'OUT027', 'Medium', 3837.0054);
INSERT INTO outletSizeSales VALUES('DRH49', 'OUT013', 'High', 1073.2696);
INSERT INTO outletSizeSales VALUES('FDI40', 'OUT017', 'Medium', 2010.716);
INSERT INTO outletSizeSales VALUES('FDR37', 'OUT045', 'Medium', 2189.1504);
INSERT INTO outletSizeSales VALUES('FDS16', 'OUT049', 'Medium', 4540.756);
INSERT INTO outletSizeSales VALUES('FDT15', 'OUT046', 'Small', 2014.045);
INSERT INTO outletSizeSales VALUES('FDL32', 'OUT013', 'High', 1230.3984);
INSERT INTO outletSizeSales VALUES('FDB39', 'OUT017', 'Medium', 1454.1072);
INSERT INTO outletSizeSales VALUES('FDX40', 'OUT013', 'High', 308.9312);
INSERT INTO outletSizeSales VALUES('DRD13', 'OUT045', 'Medium', 639.168);
INSERT INTO outletSizeSales VALUES('FDZ43', 'OUT013', 'High', 2908.2144);
INSERT INTO outletSizeSales VALUES('DRM59', 'OUT013', 'High', 1691.7978);
INSERT INTO outletSizeSales VALUES('NCZ18', 'OUT017', 'Medium', 6849.0846);
INSERT INTO outletSizeSales VALUES('FDH52', 'OUT027', 'Medium', 1733.7432);
INSERT INTO outletSizeSales VALUES('FDM25', 'OUT010', 'Medium', 175.7712);
INSERT INTO outletSizeSales VALUES('NCP05', 'OUT027', 'Medium', 6072.096);
INSERT INTO outletSizeSales VALUES('FDY38', 'OUT013', 'High', 2330.3);
INSERT INTO outletSizeSales VALUES('FDO37', 'OUT017', 'Medium', 1386.1956);
INSERT INTO outletSizeSales VALUES('FDV49', 'OUT027', 'Medium', 7136.7102);
INSERT INTO outletSizeSales VALUES('NCP02', 'OUT010', 'Medium', 296.281);
INSERT INTO outletSizeSales VALUES('NCJ19', 'OUT045', 'Medium', 1545.9876);
INSERT INTO outletSizeSales VALUES('FDW44', 'OUT046', 'Small', 2556.672);
INSERT INTO outletSizeSales VALUES('FDU56', 'OUT046', 'Small', 2028.6926);
INSERT INTO outletSizeSales VALUES('FDZ58', 'OUT017', 'Medium', 2450.144);
INSERT INTO outletSizeSales VALUES('FDZ15', 'OUT013', 'High', 1906.8512);
INSERT INTO outletSizeSales VALUES('NCI06', 'OUT049', 'Medium', 5033.448);
INSERT INTO outletSizeSales VALUES('FDD36', 'OUT018', 'Medium', 1777.686);
INSERT INTO outletSizeSales VALUES('FDD56', 'OUT045', 'Medium', 3677.2134);
INSERT INTO outletSizeSales VALUES('FDX27', 'OUT018', 'Medium', 945.436);
INSERT INTO outletSizeSales VALUES('FDG50', 'OUT010', 'Medium', 182.4292);
INSERT INTO outletSizeSales VALUES('FDU36', 'OUT018', 'Medium', 1675.1528);
INSERT INTO outletSizeSales VALUES('FDJ15', 'OUT046', 'Small', 3307.6944);
INSERT INTO outletSizeSales VALUES('FDG32', 'OUT035', 'Small', 1779.0176);
INSERT INTO outletSizeSales VALUES('FDV15', 'OUT019', 'Small', 311.5944);
INSERT INTO outletSizeSales VALUES('FDS28', 'OUT013', 'High', 343.5528);
INSERT INTO outletSizeSales VALUES('FDU23', 'OUT049', 'Medium', 3302.368);
INSERT INTO outletSizeSales VALUES('DRI03', 'OUT035', 'Small', 4250.4672);
INSERT INTO outletSizeSales VALUES('FDH28', 'OUT017', 'Medium', 759.012);
INSERT INTO outletSizeSales VALUES('FDP16', 'OUT010', 'Medium', 245.6802);
INSERT INTO outletSizeSales VALUES('NCQ29', 'OUT017', 'Medium', 1561.9668);
INSERT INTO outletSizeSales VALUES('NCH30', 'OUT018', 'Medium', 1358.232);
INSERT INTO outletSizeSales VALUES('FDU31', 'OUT046', 'Small', 2821.6604);
INSERT INTO outletSizeSales VALUES('FDF04', 'OUT049', 'Medium', 6199.9296);
INSERT INTO outletSizeSales VALUES('FDZ20', 'OUT013', 'High', 6867.0612);
INSERT INTO outletSizeSales VALUES('NCK05', 'OUT010', 'Medium', 183.7608);
INSERT INTO outletSizeSales VALUES('FDV23', 'OUT019', 'Small', 622.523);
INSERT INTO outletSizeSales VALUES('FDA07', 'OUT010', 'Medium', 122.5072);
INSERT INTO outletSizeSales VALUES('FDL03', 'OUT013', 'High', 2749.754);
INSERT INTO outletSizeSales VALUES('FDX04', 'OUT018', 'Medium', 958.752);
INSERT INTO outletSizeSales VALUES('FDV19', 'OUT018', 'Medium', 1444.1202);
INSERT INTO outletSizeSales VALUES('FDP22', 'OUT018', 'Medium', 615.1992);
INSERT INTO outletSizeSales VALUES('FDT34', 'OUT017', 'Medium', 1472.7496);
INSERT INTO outletSizeSales VALUES('FDZ26', 'OUT027', 'Medium', 7170.666);
INSERT INTO outletSizeSales VALUES('NCM43', 'OUT049', 'Medium', 2446.815);
INSERT INTO outletSizeSales VALUES('DRK35', 'OUT046', 'Small', 569.259);
INSERT INTO outletSizeSales VALUES('FDO20', 'OUT046', 'Small', 4794.4258);
INSERT INTO outletSizeSales VALUES('FDO22', 'OUT049', 'Medium', 1438.128);
INSERT INTO outletSizeSales VALUES('FDM46', 'OUT046', 'Small', 1304.968);
INSERT INTO outletSizeSales VALUES('FDO01', 'OUT046', 'Small', 2184.4898);
INSERT INTO outletSizeSales VALUES('NCX05', 'OUT027', 'Medium', 1621.8888);
INSERT INTO outletSizeSales VALUES('FDI46', 'OUT049', 'Medium', 5033.448);
INSERT INTO outletSizeSales VALUES('FDD11', 'OUT017', 'Medium', 3036.048);
INSERT INTO outletSizeSales VALUES('FDA32', 'OUT018', 'Medium', 3020.0688);
INSERT INTO outletSizeSales VALUES('FDW32', 'OUT035', 'Small', 1545.9876);
INSERT INTO outletSizeSales VALUES('FDX22', 'OUT019', 'Small', 210.3928);
INSERT INTO outletSizeSales VALUES('FDQ47', 'OUT045', 'Medium', 1023.3346);
INSERT INTO outletSizeSales VALUES('FDT07', 'OUT035', 'Small', 4613.994);
INSERT INTO outletSizeSales VALUES('NCQ43', 'OUT018', 'Medium', 1201.1032);
INSERT INTO outletSizeSales VALUES('FDW07', 'OUT013', 'High', 1505.3738);
INSERT INTO outletSizeSales VALUES('FDE35', 'OUT049', 'Medium', 585.904);
INSERT INTO outletSizeSales VALUES('FDC04', 'OUT045', 'Medium', 2900.2248);
INSERT INTO outletSizeSales VALUES('NCW53', 'OUT027', 'Medium', 3078.6592);
INSERT INTO outletSizeSales VALUES('NCG07', 'OUT035', 'Small', 3415.554);
INSERT INTO outletSizeSales VALUES('FDQ03', 'OUT035', 'Small', 1896.1984);
INSERT INTO outletSizeSales VALUES('FDV46', 'OUT013', 'High', 2936.178);
INSERT INTO outletSizeSales VALUES('NCM26', 'OUT049', 'Medium', 2450.144);
INSERT INTO outletSizeSales VALUES('DRA59', 'OUT049', 'Medium', 1295.6468);
INSERT INTO outletSizeSales VALUES('FDW13', 'OUT027', 'Medium', 2492.7552);
INSERT INTO outletSizeSales VALUES('DRF27', 'OUT046', 'Small', 2603.278);
INSERT INTO outletSizeSales VALUES('FDT12', 'OUT017', 'Medium', 3159.8868);
INSERT INTO outletSizeSales VALUES('FDD40', 'OUT045', 'Medium', 1154.4972);
INSERT INTO outletSizeSales VALUES('FDN25', 'OUT018', 'Medium', 1145.176);
INSERT INTO outletSizeSales VALUES('FDE33', 'OUT013', 'High', 2278.3676);
INSERT INTO outletSizeSales VALUES('NCL29', 'OUT046', 'Small', 1901.5248);
INSERT INTO outletSizeSales VALUES('NCO30', 'OUT019', 'Small', 551.2824);
INSERT INTO outletSizeSales VALUES('FDB16', 'OUT045', 'Medium', 1133.8574);
INSERT INTO outletSizeSales VALUES('FDF16', 'OUT045', 'Medium', 1330.2684);
INSERT INTO outletSizeSales VALUES('FDL02', 'OUT046', 'Small', 3705.177);
INSERT INTO outletSizeSales VALUES('FDO13', 'OUT049', 'Medium', 1151.1682);
INSERT INTO outletSizeSales VALUES('DRG27', 'OUT019', 'Small', 40.6138);
INSERT INTO outletSizeSales VALUES('FDX31', 'OUT010', 'Medium', 467.3916);
INSERT INTO outletSizeSales VALUES('FDX11', 'OUT049', 'Medium', 4725.8484);
INSERT INTO outletSizeSales VALUES('NCW41', 'OUT049', 'Medium', 3327.6684);
INSERT INTO outletSizeSales VALUES('FDI52', 'OUT018', 'Medium', 1347.5792);
INSERT INTO outletSizeSales VALUES('FDN08', 'OUT027', 'Medium', 4124.631);
INSERT INTO outletSizeSales VALUES('DRD15', 'OUT046', 'Small', 3485.463);
INSERT INTO outletSizeSales VALUES('DRF01', 'OUT017', 'Medium', 1749.7224);
INSERT INTO outletSizeSales VALUES('DRH15', 'OUT019', 'Small', 131.8284);
INSERT INTO outletSizeSales VALUES('FDX59', 'OUT018', 'Medium', 237.6906);
INSERT INTO outletSizeSales VALUES('FDO37', 'OUT010', 'Medium', 693.0978);
INSERT INTO outletSizeSales VALUES('FDY56', 'OUT010', 'Medium', 225.7062);
INSERT INTO outletSizeSales VALUES('FDR31', 'OUT046', 'Small', 1895.5326);
INSERT INTO outletSizeSales VALUES('NCH54', 'OUT035', 'Small', 3994.8);
INSERT INTO outletSizeSales VALUES('NCW06', 'OUT045', 'Medium', 2693.8268);
INSERT INTO outletSizeSales VALUES('NCC18', 'OUT018', 'Medium', 2931.5174);
INSERT INTO outletSizeSales VALUES('DRJ23', 'OUT027', 'Medium', 3214.4824);
INSERT INTO outletSizeSales VALUES('FDO16', 'OUT049', 'Medium', 1414.825);
INSERT INTO outletSizeSales VALUES('FDB08', 'OUT049', 'Medium', 2085.9514);
INSERT INTO outletSizeSales VALUES('NCZ53', 'OUT013', 'High', 3203.1638);
INSERT INTO outletSizeSales VALUES('DRJ01', 'OUT010', 'Medium', 322.2472);
INSERT INTO outletSizeSales VALUES('DRE48', 'OUT046', 'Small', 1182.4608);
INSERT INTO outletSizeSales VALUES('DRA59', 'OUT013', 'High', 555.2772);
INSERT INTO outletSizeSales VALUES('FDS27', 'OUT049', 'Medium', 785.644);
INSERT INTO outletSizeSales VALUES('NCW29', 'OUT018', 'Medium', 2077.296);
INSERT INTO outletSizeSales VALUES('DRN35', 'OUT049', 'Medium', 755.0172);
INSERT INTO outletSizeSales VALUES('FDB09', 'OUT046', 'Small', 747.0276);
INSERT INTO outletSizeSales VALUES('FDV59', 'OUT035', 'Small', 3483.4656);
INSERT INTO outletSizeSales VALUES('FDD26', 'OUT027', 'Medium', 5182.5872);
INSERT INTO outletSizeSales VALUES('FDV55', 'OUT046', 'Small', 1886.8772);
INSERT INTO outletSizeSales VALUES('FDH48', 'OUT013', 'High', 1211.756);
INSERT INTO outletSizeSales VALUES('FDM51', 'OUT010', 'Medium', 203.7348);
INSERT INTO outletSizeSales VALUES('DRG48', 'OUT049', 'Medium', 1895.5326);
INSERT INTO outletSizeSales VALUES('FDP49', 'OUT018', 'Medium', 552.614);
INSERT INTO outletSizeSales VALUES('FDB03', 'OUT046', 'Small', 1201.769);
INSERT INTO outletSizeSales VALUES('FDL10', 'OUT013', 'High', 892.8378);
INSERT INTO outletSizeSales VALUES('FDJ32', 'OUT027', 'Medium', 1592.5936);
INSERT INTO outletSizeSales VALUES('FDD11', 'OUT018', 'Medium', 3795.06);
INSERT INTO outletSizeSales VALUES('FDW13', 'OUT049', 'Medium', 882.8508);
INSERT INTO outletSizeSales VALUES('FDA32', 'OUT017', 'Medium', 6471.576);
INSERT INTO outletSizeSales VALUES('DRQ35', 'OUT045', 'Medium', 1609.9044);
INSERT INTO outletSizeSales VALUES('DRI37', 'OUT046', 'Small', 585.904);
INSERT INTO outletSizeSales VALUES('FDU38', 'OUT046', 'Small', 4602.0096);
INSERT INTO outletSizeSales VALUES('FDJ07', 'OUT010', 'Medium', 466.06);
INSERT INTO outletSizeSales VALUES('FDT38', 'OUT018', 'Medium', 591.8962);
INSERT INTO outletSizeSales VALUES('FDX02', 'OUT018', 'Medium', 4500.808);
INSERT INTO outletSizeSales VALUES('NCN18', 'OUT013', 'High', 4250.4672);
INSERT INTO outletSizeSales VALUES('FDQ13', 'OUT045', 'Medium', 1342.2528);
INSERT INTO outletSizeSales VALUES('DRP35', 'OUT018', 'Medium', 1278.336);
INSERT INTO outletSizeSales VALUES('DRK47', 'OUT018', 'Medium', 3197.1716);
INSERT INTO outletSizeSales VALUES('DRI47', 'OUT046', 'Small', 3020.0688);
INSERT INTO outletSizeSales VALUES('FDK20', 'OUT045', 'Medium', 980.0576);
INSERT INTO outletSizeSales VALUES('FDC34', 'OUT018', 'Medium', 2960.1468);
INSERT INTO outletSizeSales VALUES('FDI15', 'OUT019', 'Small', 529.9768);
INSERT INTO outletSizeSales VALUES('FDG05', 'OUT027', 'Medium', 2972.797);
INSERT INTO outletSizeSales VALUES('FDK34', 'OUT017', 'Medium', 3098.6332);
INSERT INTO outletSizeSales VALUES('FDX50', 'OUT010', 'Medium', 110.5228);
INSERT INTO outletSizeSales VALUES('FDP56', 'OUT018', 'Medium', 591.2304);
INSERT INTO outletSizeSales VALUES('NCX54', 'OUT049', 'Medium', 529.311);
INSERT INTO outletSizeSales VALUES('FDI20', 'OUT018', 'Medium', 6331.758);
INSERT INTO outletSizeSales VALUES('FDH33', 'OUT017', 'Medium', 703.0848);
INSERT INTO outletSizeSales VALUES('NCO29', 'OUT045', 'Medium', 1315.6208);
INSERT INTO outletSizeSales VALUES('FDK22', 'OUT045', 'Medium', 1947.465);
INSERT INTO outletSizeSales VALUES('DRO47', 'OUT046', 'Small', 1810.976);
INSERT INTO outletSizeSales VALUES('FDT19', 'OUT027', 'Medium', 4327.7);
INSERT INTO outletSizeSales VALUES('FDY25', 'OUT017', 'Medium', 5070.7328);
INSERT INTO outletSizeSales VALUES('FDS44', 'OUT019', 'Small', 480.7076);
INSERT INTO outletSizeSales VALUES('FDJ21', 'OUT049', 'Medium', 3353.6346);
INSERT INTO outletSizeSales VALUES('FDO40', 'OUT046', 'Small', 1640.5312);
INSERT INTO outletSizeSales VALUES('FDL36', 'OUT019', 'Small', 89.883);
INSERT INTO outletSizeSales VALUES('FDJ21', 'OUT046', 'Small', 1749.7224);
INSERT INTO outletSizeSales VALUES('FDD05', 'OUT017', 'Medium', 3374.2744);
INSERT INTO outletSizeSales VALUES('FDS10', 'OUT010', 'Medium', 180.4318);
INSERT INTO outletSizeSales VALUES('FDG14', 'OUT027', 'Medium', 4857.6768);
INSERT INTO outletSizeSales VALUES('FDN57', 'OUT046', 'Small', 2269.0464);
INSERT INTO outletSizeSales VALUES('FDS47', 'OUT017', 'Medium', 1406.1696);
INSERT INTO outletSizeSales VALUES('FDO40', 'OUT010', 'Medium', 596.5568);
INSERT INTO outletSizeSales VALUES('FDM50', 'OUT045', 'Medium', 539.298);
INSERT INTO outletSizeSales VALUES('FDF44', 'OUT045', 'Medium', 3392.9168);
INSERT INTO outletSizeSales VALUES('FDS21', 'OUT010', 'Medium', 123.8388);
INSERT INTO outletSizeSales VALUES('NCJ06', 'OUT019', 'Small', 238.3564);
INSERT INTO outletSizeSales VALUES('FDX49', 'OUT045', 'Medium', 2563.33);
INSERT INTO outletSizeSales VALUES('FDU33', 'OUT018', 'Medium', 918.804);
INSERT INTO outletSizeSales VALUES('NCN06', 'OUT013', 'High', 4586.0304);
INSERT INTO outletSizeSales VALUES('NCN53', 'OUT017', 'Medium', 635.1732);
INSERT INTO outletSizeSales VALUES('NCE30', 'OUT013', 'High', 637.1706);
INSERT INTO outletSizeSales VALUES('FDN21', 'OUT019', 'Small', 322.2472);
INSERT INTO outletSizeSales VALUES('FDB52', 'OUT027', 'Medium', 4346.3424);
INSERT INTO outletSizeSales VALUES('FDA26', 'OUT027', 'Medium', 3285.723);
INSERT INTO outletSizeSales VALUES('FDD23', 'OUT018', 'Medium', 2619.2572);
INSERT INTO outletSizeSales VALUES('FDH57', 'OUT018', 'Medium', 1318.284);
INSERT INTO outletSizeSales VALUES('FDO15', 'OUT019', 'Small', 221.7114);
INSERT INTO outletSizeSales VALUES('FDY49', 'OUT046', 'Small', 4623.3152);
INSERT INTO outletSizeSales VALUES('FDP20', 'OUT018', 'Medium', 1771.028);
INSERT INTO outletSizeSales VALUES('DRG11', 'OUT010', 'Medium', 107.8596);
INSERT INTO outletSizeSales VALUES('DRJ59', 'OUT049', 'Medium', 579.246);
INSERT INTO outletSizeSales VALUES('FDP34', 'OUT035', 'Small', 4068.038);
INSERT INTO outletSizeSales VALUES('FDY04', 'OUT017', 'Medium', 1794.331);
INSERT INTO outletSizeSales VALUES('FDV11', 'OUT049', 'Medium', 700.4216);
INSERT INTO outletSizeSales VALUES('FDG20', 'OUT045', 'Medium', 1239.7196);
INSERT INTO outletSizeSales VALUES('NCH55', 'OUT017', 'Medium', 2150.534);
INSERT INTO outletSizeSales VALUES('FDV34', 'OUT018', 'Medium', 517.3266);
INSERT INTO outletSizeSales VALUES('FDT44', 'OUT049', 'Medium', 2239.0854);
INSERT INTO outletSizeSales VALUES('FDG35', 'OUT019', 'Small', 347.5476);
INSERT INTO outletSizeSales VALUES('FDG08', 'OUT018', 'Medium', 2233.0932);
INSERT INTO outletSizeSales VALUES('FDX52', 'OUT017', 'Medium', 3089.312);
INSERT INTO outletSizeSales VALUES('NCH54', 'OUT027', 'Medium', 3675.216);
INSERT INTO outletSizeSales VALUES('FDU24', 'OUT027', 'Medium', 2516.724);
INSERT INTO outletSizeSales VALUES('FDW03', 'OUT035', 'Small', 2090.612);
INSERT INTO outletSizeSales VALUES('FDV01', 'OUT018', 'Medium', 1861.5768);
INSERT INTO outletSizeSales VALUES('FDQ39', 'OUT027', 'Medium', 6114.7072);
INSERT INTO outletSizeSales VALUES('FDA16', 'OUT046', 'Small', 3094.6384);
INSERT INTO outletSizeSales VALUES('FDO12', 'OUT046', 'Small', 5089.3752);
INSERT INTO outletSizeSales VALUES('FDM44', 'OUT049', 'Medium', 1960.781);
INSERT INTO outletSizeSales VALUES('FDT03', 'OUT010', 'Medium', 183.7608);
INSERT INTO outletSizeSales VALUES('NCQ18', 'OUT027', 'Medium', 2596.62);
INSERT INTO outletSizeSales VALUES('NCL18', 'OUT018', 'Medium', 1749.7224);
INSERT INTO outletSizeSales VALUES('NCJ06', 'OUT035', 'Small', 1310.9602);
INSERT INTO outletSizeSales VALUES('NCQ05', 'OUT049', 'Medium', 2708.4744);
INSERT INTO outletSizeSales VALUES('FDS35', 'OUT045', 'Medium', 1097.9042);
INSERT INTO outletSizeSales VALUES('NCI18', 'OUT027', 'Medium', 5609.365);
INSERT INTO outletSizeSales VALUES('NCO55', 'OUT010', 'Medium', 428.7752);
INSERT INTO outletSizeSales VALUES('FDW24', 'OUT013', 'High', 534.6374);
INSERT INTO outletSizeSales VALUES('NCS05', 'OUT027', 'Medium', 1722.4246);
INSERT INTO outletSizeSales VALUES('FDO48', 'OUT045', 'Medium', 1989.4104);
INSERT INTO outletSizeSales VALUES('FDT35', 'OUT017', 'Medium', 1845.5976);
INSERT INTO outletSizeSales VALUES('DRN11', 'OUT049', 'Medium', 2467.4548);
INSERT INTO outletSizeSales VALUES('FDY57', 'OUT018', 'Medium', 1725.7536);
INSERT INTO outletSizeSales VALUES('DRE27', 'OUT045', 'Medium', 1761.7068);
INSERT INTO outletSizeSales VALUES('FDM24', 'OUT046', 'Small', 2871.5954);
INSERT INTO outletSizeSales VALUES('FDX09', 'OUT013', 'High', 2117.244);
INSERT INTO outletSizeSales VALUES('FDY45', 'OUT018', 'Medium', 3815.034);
INSERT INTO outletSizeSales VALUES('FDF41', 'OUT017', 'Medium', 739.038);
INSERT INTO outletSizeSales VALUES('FDG05', 'OUT049', 'Medium', 625.852);
INSERT INTO outletSizeSales VALUES('FDF05', 'OUT035', 'Small', 4207.856);
INSERT INTO outletSizeSales VALUES('FDU19', 'OUT027', 'Medium', 4828.3816);
INSERT INTO outletSizeSales VALUES('DRH39', 'OUT027', 'Medium', 2450.144);
INSERT INTO outletSizeSales VALUES('FDP57', 'OUT017', 'Medium', 1135.189);
INSERT INTO outletSizeSales VALUES('FDE58', 'OUT027', 'Medium', 1659.1736);
INSERT INTO outletSizeSales VALUES('DRD15', 'OUT013', 'High', 3950.1914);
INSERT INTO outletSizeSales VALUES('FDJ52', 'OUT045', 'Medium', 1123.2046);
