INSERT INTO fatSales VALUES('FDA15', 'OUT049', 'Low Fat', 3735.138);
INSERT INTO fatSales VALUES('NCY18', 'OUT027', 'Low Fat', 2101.2648);
INSERT INTO fatSales VALUES('FDE50', 'OUT035', 'Regular', 3379.6008);
INSERT INTO fatSales VALUES('FDT02', 'OUT035', 'Low Fat', 494.0236);
INSERT INTO fatSales VALUES('FDI34', 'OUT045', 'Regular', 5759.17);
INSERT INTO fatSales VALUES('FDO15', 'OUT035', 'Regular', 1404.1722);
INSERT INTO fatSales VALUES('DRI39', 'OUT018', 'Low Fat', 1018.674);
INSERT INTO fatSales VALUES('NCO14', 'OUT013', 'Low Fat', 624.5204);
INSERT INTO fatSales VALUES('NCN19', 'OUT046', 'Low Fat', 1518.024);
INSERT INTO fatSales VALUES('DRJ25', 'OUT045', 'Low Fat', 1379.5376);
INSERT INTO fatSales VALUES('FDE10', 'OUT018', 'Regular', 1180.4634);
INSERT INTO fatSales VALUES('FDQ08', 'OUT046', 'Regular', 857.5504);
INSERT INTO fatSales VALUES('NCQ43', 'OUT013', 'Low Fat', 982.7208);
INSERT INTO fatSales VALUES('FDY57', 'OUT013', 'Regular', 958.752);
INSERT INTO fatSales VALUES('FDQ34', 'OUT017', 'Low Fat', 1693.7952);
INSERT INTO fatSales VALUES('NCG19', 'OUT049', 'Low Fat', 1874.8928);
INSERT INTO fatSales VALUES('FDI33', 'OUT027', 'Low Fat', 3648.584);
INSERT INTO fatSales VALUES('FDW27', 'OUT046', 'Regular', 2016.7082);
INSERT INTO fatSales VALUES('FDH04', 'OUT017', 'Regular', 1358.232);
INSERT INTO fatSales VALUES('FDZ39', 'OUT046', 'Regular', 1031.99);
INSERT INTO fatSales VALUES('NCK19', 'OUT035', 'Low Fat', 774.9912);
INSERT INTO fatSales VALUES('FDY20', 'OUT046', 'Regular', 1267.6832);
INSERT INTO fatSales VALUES('FDN39', 'OUT010', 'Regular', 671.1264);
INSERT INTO fatSales VALUES('NCY41', 'OUT046', 'Low Fat', 323.5788);
INSERT INTO fatSales VALUES('NCN14', 'OUT046', 'Low Fat', 1837.608);
INSERT INTO fatSales VALUES('FDR07', 'OUT010', 'Low Fat', 190.4188);
INSERT INTO fatSales VALUES('FDW49', 'OUT013', 'Low Fat', 2865.6032);
INSERT INTO fatSales VALUES('FDN23', 'OUT046', 'Regular', 1596.5884);
INSERT INTO fatSales VALUES('FDS33', 'OUT017', 'Regular', 2125.2336);
INSERT INTO fatSales VALUES('FDY36', 'OUT049', 'Low Fat', 1537.998);
INSERT INTO fatSales VALUES('FDH20', 'OUT045', 'Regular', 1255.033);
INSERT INTO fatSales VALUES('FDR15', 'OUT019', 'Regular', 310.2628);
INSERT INTO fatSales VALUES('NCP50', 'OUT017', 'Low Fat', 1208.427);
INSERT INTO fatSales VALUES('FDS40', 'OUT010', 'Low Fat', 36.619);
INSERT INTO fatSales VALUES('FDG38', 'OUT046', 'Regular', 1022.6688);
INSERT INTO fatSales VALUES('NCO18', 'OUT013', 'Low Fat', 2666.529);
INSERT INTO fatSales VALUES('NCO54', 'OUT046', 'Low Fat', 718.3982);
INSERT INTO fatSales VALUES('NCW18', 'OUT035', 'Low Fat', 4266.4464);
INSERT INTO fatSales VALUES('FDB36', 'OUT035', 'Regular', 2360.9268);
INSERT INTO fatSales VALUES('FDJ45', 'OUT013', 'Low Fat', 934.7832);
INSERT INTO fatSales VALUES('FDP60', 'OUT027', 'Low Fat', 2833.6448);
INSERT INTO fatSales VALUES('DRD12', 'OUT013', 'Low Fat', 1733.0774);
INSERT INTO fatSales VALUES('FDR47', 'OUT018', 'Low Fat', 1755.7146);
INSERT INTO fatSales VALUES('FDJ10', 'OUT018', 'Regular', 561.9352);
INSERT INTO fatSales VALUES('DRC25', 'OUT013', 'Low Fat', 1803.6522);
INSERT INTO fatSales VALUES('NCW54', 'OUT013', 'Low Fat', 1145.176);
INSERT INTO fatSales VALUES('FDA26', 'OUT013', 'Regular', 3723.8194);
INSERT INTO fatSales VALUES('DRF01', 'OUT035', 'Low Fat', 1895.5326);
INSERT INTO fatSales VALUES('NCZ17', 'OUT010', 'Low Fat', 37.9506);
INSERT INTO fatSales VALUES('FDK46', 'OUT010', 'Low Fat', 259.662);
INSERT INTO fatSales VALUES('NCU41', 'OUT013', 'Low Fat', 3630.6074);
INSERT INTO fatSales VALUES('FDV20', 'OUT035', 'Regular', 3560.6984);
INSERT INTO fatSales VALUES('FDT15', 'OUT010', 'Regular', 549.285);
INSERT INTO fatSales VALUES('DRI25', 'OUT049', 'Low Fat', 773.6596);
INSERT INTO fatSales VALUES('FDA40', 'OUT046', 'Regular', 878.856);
INSERT INTO fatSales VALUES('FDZ15', 'OUT027', 'Low Fat', 2741.0986);
INSERT INTO fatSales VALUES('FDM13', 'OUT035', 'Low Fat', 2098.6016);
INSERT INTO fatSales VALUES('NCM05', 'OUT046', 'Low Fat', 9779.9362);
INSERT INTO fatSales VALUES('FDD38', 'OUT019', 'Regular', 203.7348);
INSERT INTO fatSales VALUES('DRI01', 'OUT010', 'Low Fat', 517.3266);
INSERT INTO fatSales VALUES('DRG13', 'OUT013', 'Low Fat', 3782.4098);
INSERT INTO fatSales VALUES('NCT30', 'OUT049', 'Low Fat', 425.4462);
INSERT INTO fatSales VALUES('NCG42', 'OUT046', 'Low Fat', 1947.465);
INSERT INTO fatSales VALUES('FDB14', 'OUT027', 'Regular', 3075.996);
INSERT INTO fatSales VALUES('FDO27', 'OUT027', 'Regular', 3930.8832);
INSERT INTO fatSales VALUES('FDC14', 'OUT010', 'Regular', 41.9454);
INSERT INTO fatSales VALUES('FDB49', 'OUT019', 'Regular', 591.2304);
INSERT INTO fatSales VALUES('FDZ23', 'OUT049', 'Regular', 2796.36);
INSERT INTO fatSales VALUES('FDJ52', 'OUT017', 'Low Fat', 1765.0358);
INSERT INTO fatSales VALUES('FDJ56', 'OUT017', 'Low Fat', 3295.71);
INSERT INTO fatSales VALUES('NCR54', 'OUT017', 'Low Fat', 3338.987);
INSERT INTO fatSales VALUES('DRF01', 'OUT046', 'Low Fat', 1166.4816);
INSERT INTO fatSales VALUES('DRK12', 'OUT049', 'Low Fat', 865.54);
INSERT INTO fatSales VALUES('FDL58', 'OUT013', 'Regular', 6855.0768);
INSERT INTO fatSales VALUES('FDD44', 'OUT013', 'Regular', 5153.292);
INSERT INTO fatSales VALUES('FDT50', 'OUT018', 'Regular', 1246.3776);
INSERT INTO fatSales VALUES('DRM23', 'OUT017', 'Low Fat', 4138.6128);
INSERT INTO fatSales VALUES('NCM31', 'OUT045', 'Low Fat', 2694.4926);
INSERT INTO fatSales VALUES('FDY21', 'OUT010', 'Low Fat', 196.411);
INSERT INTO fatSales VALUES('FDR22', 'OUT049', 'Regular', 1342.2528);
INSERT INTO fatSales VALUES('NCV06', 'OUT018', 'Low Fat', 3099.9648);
INSERT INTO fatSales VALUES('FDR45', 'OUT017', 'Low Fat', 4541.4218);
INSERT INTO fatSales VALUES('FDH60', 'OUT049', 'Regular', 5106.686);
INSERT INTO fatSales VALUES('FDR08', 'OUT019', 'Low Fat', 111.1886);
INSERT INTO fatSales VALUES('FDA47', 'OUT018', 'Regular', 1794.331);
INSERT INTO fatSales VALUES('FDS37', 'OUT049', 'Low Fat', 1853.5872);
INSERT INTO fatSales VALUES('FDF12', 'OUT018', 'Low Fat', 1625.8836);
INSERT INTO fatSales VALUES('FDP24', 'OUT046', 'Low Fat', 1090.5804);
INSERT INTO fatSales VALUES('FDU20', 'OUT049', 'Regular', 2892.2352);
INSERT INTO fatSales VALUES('FDW44', 'OUT010', 'Regular', 170.4448);
INSERT INTO fatSales VALUES('FDY39', 'OUT010', 'Regular', 551.2824);
INSERT INTO fatSales VALUES('DRD37', 'OUT045', 'Low Fat', 978.726);
INSERT INTO fatSales VALUES('FDZ35', 'OUT035', 'Regular', 2992.771);
INSERT INTO fatSales VALUES('FDB50', 'OUT046', 'Low Fat', 1480.0734);
INSERT INTO fatSales VALUES('FDY10', 'OUT018', 'Low Fat', 2862.94);
INSERT INTO fatSales VALUES('FDK41', 'OUT017', 'Low Fat', 681.7792);
INSERT INTO fatSales VALUES('FDL24', 'OUT045', 'Regular', 5690.5926);
INSERT INTO fatSales VALUES('FDZ07', 'OUT010', 'Regular', 185.7582);
INSERT INTO fatSales VALUES('DRI03', 'OUT017', 'Low Fat', 1416.8224);
INSERT INTO fatSales VALUES('FDW56', 'OUT046', 'Low Fat', 5580.0698);
INSERT INTO fatSales VALUES('FDR20', 'OUT045', 'Regular', 905.488);
INSERT INTO fatSales VALUES('FDC50', 'OUT046', 'Low Fat', 2856.282);
INSERT INTO fatSales VALUES('NCX05', 'OUT010', 'Low Fat', 347.5476);
INSERT INTO fatSales VALUES('FDU23', 'OUT046', 'Low Fat', 3962.8416);
INSERT INTO fatSales VALUES('FDN45', 'OUT035', 'Low Fat', 6040.1376);
INSERT INTO fatSales VALUES('FDQ51', 'OUT027', 'Regular', 1323.6104);
INSERT INTO fatSales VALUES('FDH21', 'OUT027', 'Low Fat', 5704.5744);
INSERT INTO fatSales VALUES('DRZ11', 'OUT017', 'Regular', 1114.5492);
INSERT INTO fatSales VALUES('NCI43', 'OUT046', 'Low Fat', 1006.6896);
INSERT INTO fatSales VALUES('DRF03', 'OUT045', 'Low Fat', 690.4346);
INSERT INTO fatSales VALUES('NCF30', 'OUT017', 'Low Fat', 2516.724);
INSERT INTO fatSales VALUES('FDB12', 'OUT046', 'Regular', 1038.648);
INSERT INTO fatSales VALUES('FDW19', 'OUT046', 'Regular', 1208.427);
INSERT INTO fatSales VALUES('FDB45', 'OUT045', 'Low Fat', 522.653);
INSERT INTO fatSales VALUES('FDY55', 'OUT027', 'Low Fat', 9251.9568);
INSERT INTO fatSales VALUES('FDK40', 'OUT010', 'Low Fat', 525.982);
INSERT INTO fatSales VALUES('FDU11', 'OUT018', 'Low Fat', 2048.6666);
INSERT INTO fatSales VALUES('FDP33', 'OUT027', 'Low Fat', 10993.6896);
INSERT INTO fatSales VALUES('FDN49', 'OUT010', 'Regular', 39.948);
INSERT INTO fatSales VALUES('FDR15', 'OUT045', 'Regular', 2482.1024);
INSERT INTO fatSales VALUES('FDO38', 'OUT045', 'Low Fat', 1635.8706);
INSERT INTO fatSales VALUES('DRC24', 'OUT017', 'Low Fat', 3383.5956);
INSERT INTO fatSales VALUES('NCU17', 'OUT027', 'Low Fat', 1426.1436);
INSERT INTO fatSales VALUES('FDK22', 'OUT035', 'Low Fat', 4327.7);
INSERT INTO fatSales VALUES('DRP35', 'OUT013', 'Low Fat', 3579.3408);
INSERT INTO fatSales VALUES('NCL29', 'OUT035', 'Low Fat', 2693.8268);
INSERT INTO fatSales VALUES('FDG53', 'OUT049', 'Low Fat', 1957.452);
INSERT INTO fatSales VALUES('DRM23', 'OUT013', 'Low Fat', 2931.5174);
INSERT INTO fatSales VALUES('FDR09', 'OUT035', 'Low Fat', 5438.9202);
INSERT INTO fatSales VALUES('NCJ30', 'OUT010', 'Low Fat', 509.337);
INSERT INTO fatSales VALUES('FDZ04', 'OUT046', 'Low Fat', 1201.769);
INSERT INTO fatSales VALUES('FDM10', 'OUT045', 'Low Fat', 2564.6616);
INSERT INTO fatSales VALUES('FDR21', 'OUT049', 'Low Fat', 1411.496);
INSERT INTO fatSales VALUES('DRJ49', 'OUT045', 'Low Fat', 1291.652);
INSERT INTO fatSales VALUES('FDJ15', 'OUT049', 'Regular', 4042.7376);
INSERT INTO fatSales VALUES('FDO34', 'OUT035', 'Low Fat', 5201.2296);
INSERT INTO fatSales VALUES('NCG30', 'OUT027', 'Low Fat', 2863.6058);
INSERT INTO fatSales VALUES('FDS60', 'OUT046', 'Low Fat', 1078.596);
INSERT INTO fatSales VALUES('FDX57', 'OUT046', 'Regular', 1846.9292);
INSERT INTO fatSales VALUES('FDS40', 'OUT049', 'Low Fat', 476.047);
INSERT INTO fatSales VALUES('FDT08', 'OUT013', 'Low Fat', 2696.49);
INSERT INTO fatSales VALUES('NCN29', 'OUT010', 'Low Fat', 194.4136);
INSERT INTO fatSales VALUES('FDY27', 'OUT045', 'Low Fat', 535.3032);
INSERT INTO fatSales VALUES('NCR29', 'OUT027', 'Low Fat', 2546.685);
INSERT INTO fatSales VALUES('FDZ02', 'OUT010', 'Regular', 195.7452);
INSERT INTO fatSales VALUES('FDP40', 'OUT019', 'Regular', 111.8544);
INSERT INTO fatSales VALUES('FDE11', 'OUT027', 'Regular', 6478.234);
INSERT INTO fatSales VALUES('DRL35', 'OUT013', 'Low Fat', 605.878);
INSERT INTO fatSales VALUES('FDD56', 'OUT035', 'Regular', 2976.7918);
INSERT INTO fatSales VALUES('FDO39', 'OUT027', 'Regular', 5880.3456);
INSERT INTO fatSales VALUES('FDG32', 'OUT019', 'Low Fat', 889.5088);
INSERT INTO fatSales VALUES('FDU50', 'OUT027', 'Regular', 3435.528);
INSERT INTO fatSales VALUES('FDX24', 'OUT035', 'Low Fat', 1110.5544);
INSERT INTO fatSales VALUES('NCN43', 'OUT013', 'Low Fat', 2586.633);
INSERT INTO fatSales VALUES('FDK34', 'OUT018', 'Low Fat', 1906.8512);
INSERT INTO fatSales VALUES('NCN41', 'OUT046', 'Low Fat', 2586.633);
INSERT INTO fatSales VALUES('FDW16', 'OUT049', 'Regular', 1378.206);
INSERT INTO fatSales VALUES('FDP46', 'OUT019', 'Low Fat', 89.883);
INSERT INTO fatSales VALUES('NCD07', 'OUT013', 'Low Fat', 683.1108);
INSERT INTO fatSales VALUES('FDG44', 'OUT046', 'Low Fat', 1348.245);
INSERT INTO fatSales VALUES('FDC20', 'OUT019', 'Low Fat', 111.8544);
INSERT INTO fatSales VALUES('FDB23', 'OUT013', 'Regular', 4514.124);
INSERT INTO fatSales VALUES('DRK59', 'OUT018', 'Low Fat', 937.4464);
INSERT INTO fatSales VALUES('FDT31', 'OUT049', 'Low Fat', 2458.1336);
INSERT INTO fatSales VALUES('FDB15', 'OUT018', 'Low Fat', 4745.8224);
INSERT INTO fatSales VALUES('FDI56', 'OUT027', 'Low Fat', 3466.1548);
INSERT INTO fatSales VALUES('NCQ17', 'OUT017', 'Low Fat', 2503.408);
INSERT INTO fatSales VALUES('FDH44', 'OUT017', 'Regular', 3089.9778);
INSERT INTO fatSales VALUES('FDP40', 'OUT049', 'Regular', 1342.2528);
INSERT INTO fatSales VALUES('NCR17', 'OUT027', 'Low Fat', 3938.8728);
INSERT INTO fatSales VALUES('NCO53', 'OUT017', 'Low Fat', 2021.3688);
INSERT INTO fatSales VALUES('FDG38', 'OUT010', 'Regular', 170.4448);
INSERT INTO fatSales VALUES('FDO01', 'OUT049', 'Regular', 1927.491);
INSERT INTO fatSales VALUES('NCQ43', 'OUT045', 'Low Fat', 873.5296);
INSERT INTO fatSales VALUES('FDU47', 'OUT018', 'Regular', 421.4514);
INSERT INTO fatSales VALUES('FDZ02', 'OUT017', 'Regular', 587.2356);
INSERT INTO fatSales VALUES('FDS04', 'OUT010', 'Regular', 280.9676);
INSERT INTO fatSales VALUES('FDQ31', 'OUT049', 'Regular', 878.856);
INSERT INTO fatSales VALUES('FDT57', 'OUT027', 'Low Fat', 6636.6944);
INSERT INTO fatSales VALUES('FDK50', 'OUT013', 'Low Fat', 1779.6834);
INSERT INTO fatSales VALUES('FDB49', 'OUT046', 'Regular', 492.692);
INSERT INTO fatSales VALUES('FDN56', 'OUT045', 'Regular', 3900.9222);
INSERT INTO fatSales VALUES('FDU02', 'OUT049', 'Low Fat', 3435.528);
INSERT INTO fatSales VALUES('FDK26', 'OUT046', 'Regular', 5219.872);
INSERT INTO fatSales VALUES('DRA24', 'OUT027', 'Regular', 4913.604);
INSERT INTO fatSales VALUES('FDF53', 'OUT013', 'Regular', 4149.9314);
INSERT INTO fatSales VALUES('NCZ30', 'OUT049', 'Low Fat', 2530.7058);
INSERT INTO fatSales VALUES('FDF14', 'OUT017', 'Low Fat', 1837.608);
INSERT INTO fatSales VALUES('FDU40', 'OUT045', 'Low Fat', 2131.2258);
INSERT INTO fatSales VALUES('NCL18', 'OUT017', 'Low Fat', 2916.204);
INSERT INTO fatSales VALUES('FDP25', 'OUT018', 'Low Fat', 1528.6768);
INSERT INTO fatSales VALUES('NCV05', 'OUT045', 'Low Fat', 2934.8464);
INSERT INTO fatSales VALUES('FDV49', 'OUT035', 'Low Fat', 3171.8712);
INSERT INTO fatSales VALUES('FDJ56', 'OUT049', 'Low Fat', 998.7);
INSERT INTO fatSales VALUES('FDI40', 'OUT035', 'Regular', 1105.8938);
INSERT INTO fatSales VALUES('NCK05', 'OUT027', 'Low Fat', 918.804);
INSERT INTO fatSales VALUES('NCI43', 'OUT018', 'Low Fat', 575.2512);
INSERT INTO fatSales VALUES('NCE42', 'OUT013', 'Low Fat', 3739.1328);
INSERT INTO fatSales VALUES('FDP40', 'OUT046', 'Regular', 2684.5056);
INSERT INTO fatSales VALUES('FDU40', 'OUT035', 'Low Fat', 2712.4692);
INSERT INTO fatSales VALUES('DRK47', 'OUT013', 'Low Fat', 4567.388);
INSERT INTO fatSales VALUES('FDR32', 'OUT045', 'Regular', 5480.8656);
INSERT INTO fatSales VALUES('FDS43', 'OUT027', 'Low Fat', 5033.448);
INSERT INTO fatSales VALUES('FDH50', 'OUT045', 'Regular', 2581.9724);
INSERT INTO fatSales VALUES('FDZ09', 'OUT046', 'Low Fat', 2456.802);
INSERT INTO fatSales VALUES('FDS19', 'OUT010', 'Regular', 227.7036);
INSERT INTO fatSales VALUES('NCU30', 'OUT035', 'Low Fat', 2120.573);
INSERT INTO fatSales VALUES('FDI27', 'OUT045', 'Regular', 407.4696);
INSERT INTO fatSales VALUES('FDQ09', 'OUT013', 'Low Fat', 230.3668);
INSERT INTO fatSales VALUES('FDB35', 'OUT046', 'Regular', 1286.3256);
INSERT INTO fatSales VALUES('DRD12', 'OUT035', 'Low Fat', 2189.1504);
INSERT INTO fatSales VALUES('FDW07', 'OUT049', 'Regular', 1859.5794);
INSERT INTO fatSales VALUES('DRE13', 'OUT013', 'Low Fat', 1744.396);
INSERT INTO fatSales VALUES('FDR11', 'OUT035', 'Regular', 2246.4092);
INSERT INTO fatSales VALUES('DRG36', 'OUT045', 'Low Fat', 4106.6544);
INSERT INTO fatSales VALUES('DRD37', 'OUT010', 'Low Fat', 186.424);
INSERT INTO fatSales VALUES('FDX03', 'OUT013', 'Regular', 181.0976);
INSERT INTO fatSales VALUES('FDU46', 'OUT045', 'Regular', 778.986);
INSERT INTO fatSales VALUES('FDV03', 'OUT046', 'Low Fat', 2947.4966);
INSERT INTO fatSales VALUES('FDZ37', 'OUT027', 'Regular', 1918.8356);
INSERT INTO fatSales VALUES('FDI24', 'OUT013', 'Low Fat', 3705.177);
INSERT INTO fatSales VALUES('FDX33', 'OUT049', 'Regular', 1283.6624);
INSERT INTO fatSales VALUES('FDG47', 'OUT018', 'Low Fat', 3410.2276);
INSERT INTO fatSales VALUES('FDZ57', 'OUT035', 'Regular', 1284.994);
INSERT INTO fatSales VALUES('FDT04', 'OUT035', 'Low Fat', 785.644);
INSERT INTO fatSales VALUES('FDO49', 'OUT027', 'Regular', 1518.024);
INSERT INTO fatSales VALUES('NCB43', 'OUT017', 'Low Fat', 2245.0776);
INSERT INTO fatSales VALUES('NCL53', 'OUT035', 'Low Fat', 4427.57);
INSERT INTO fatSales VALUES('FDM01', 'OUT013', 'Regular', 1230.3984);
INSERT INTO fatSales VALUES('FDO12', 'OUT018', 'Low Fat', 1174.4712);
INSERT INTO fatSales VALUES('FDO13', 'OUT019', 'Low Fat', 493.3578);
INSERT INTO fatSales VALUES('FDI04', 'OUT045', 'Regular', 2570.6538);
INSERT INTO fatSales VALUES('NCK05', 'OUT035', 'Low Fat', 980.0576);
INSERT INTO fatSales VALUES('FDP28', 'OUT018', 'Regular', 2609.936);
INSERT INTO fatSales VALUES('FDJ44', 'OUT049', 'Regular', 1395.5168);
INSERT INTO fatSales VALUES('FDS25', 'OUT027', 'Regular', 3426.2068);
INSERT INTO fatSales VALUES('FDC02', 'OUT046', 'Low Fat', 7028.8506);
INSERT INTO fatSales VALUES('FDT23', 'OUT013', 'Regular', 1402.1748);
INSERT INTO fatSales VALUES('NCD31', 'OUT010', 'Low Fat', 164.4526);
INSERT INTO fatSales VALUES('FDV19', 'OUT013', 'Regular', 2085.9514);
INSERT INTO fatSales VALUES('NCQ30', 'OUT019', 'Low Fat', 365.5242);
INSERT INTO fatSales VALUES('NCD18', 'OUT018', 'Low Fat', 4607.336);
INSERT INTO fatSales VALUES('FDL10', 'OUT046', 'Low Fat', 1091.2462);
INSERT INTO fatSales VALUES('FDX20', 'OUT035', 'Low Fat', 3395.58);
INSERT INTO fatSales VALUES('FDM32', 'OUT013', 'Low Fat', 1797.66);
INSERT INTO fatSales VALUES('FDR09', 'OUT010', 'Low Fat', 517.9924);
INSERT INTO fatSales VALUES('FDL34', 'OUT027', 'Low Fat', 4093.3384);
INSERT INTO fatSales VALUES('NCK42', 'OUT045', 'Low Fat', 2804.3496);
INSERT INTO fatSales VALUES('FDU23', 'OUT045', 'Low Fat', 3797.7232);
INSERT INTO fatSales VALUES('DRI01', 'OUT018', 'Low Fat', 5690.5926);
INSERT INTO fatSales VALUES('FDG16', 'OUT049', 'Low Fat', 3235.788);
INSERT INTO fatSales VALUES('FDY56', 'OUT018', 'Regular', 1579.9434);
INSERT INTO fatSales VALUES('FDO24', 'OUT035', 'Low Fat', 1901.5248);
INSERT INTO fatSales VALUES('NCV29', 'OUT046', 'Low Fat', 4621.9836);
INSERT INTO fatSales VALUES('FDQ48', 'OUT046', 'Regular', 782.9808);
INSERT INTO fatSales VALUES('FDU15', 'OUT017', 'Regular', 755.0172);
INSERT INTO fatSales VALUES('FDS47', 'OUT035', 'Low Fat', 1406.1696);
INSERT INTO fatSales VALUES('FDO50', 'OUT049', 'Low Fat', 1194.4452);
INSERT INTO fatSales VALUES('FDW48', 'OUT035', 'Low Fat', 402.809);
INSERT INTO fatSales VALUES('FDV20', 'OUT010', 'Regular', 127.1678);
INSERT INTO fatSales VALUES('FDW47', 'OUT049', 'Low Fat', 2436.828);
INSERT INTO fatSales VALUES('FDA07', 'OUT027', 'Regular', 4532.7664);
INSERT INTO fatSales VALUES('FDZ16', 'OUT027', 'Regular', 4649.9472);
INSERT INTO fatSales VALUES('FDN09', 'OUT027', 'Low Fat', 4873.656);
INSERT INTO fatSales VALUES('FDB50', 'OUT017', 'Low Fat', 1246.3776);
INSERT INTO fatSales VALUES('NCL06', 'OUT049', 'Low Fat', 5233.188);
INSERT INTO fatSales VALUES('DRG03', 'OUT027', 'Low Fat', 5229.1932);
INSERT INTO fatSales VALUES('DRM59', 'OUT045', 'Low Fat', 3075.996);
INSERT INTO fatSales VALUES('FDU25', 'OUT017', 'Low Fat', 1332.2658);
INSERT INTO fatSales VALUES('NCU42', 'OUT017', 'Low Fat', 2526.711);
INSERT INTO fatSales VALUES('FDH21', 'OUT010', 'Low Fat', 158.4604);
INSERT INTO fatSales VALUES('DRO47', 'OUT035', 'Low Fat', 1697.79);
INSERT INTO fatSales VALUES('FDC44', 'OUT027', 'Low Fat', 5351.0346);
INSERT INTO fatSales VALUES('NCL29', 'OUT045', 'Low Fat', 1743.0644);
INSERT INTO fatSales VALUES('FDL48', 'OUT046', 'Regular', 340.2238);
INSERT INTO fatSales VALUES('FDJ21', 'OUT018', 'Regular', 2770.3938);
INSERT INTO fatSales VALUES('FDT40', 'OUT046', 'Low Fat', 508.6712);
INSERT INTO fatSales VALUES('NCD43', 'OUT010', 'Low Fat', 210.3928);
INSERT INTO fatSales VALUES('FDM28', 'OUT046', 'Low Fat', 1617.894);
INSERT INTO fatSales VALUES('FDR35', 'OUT046', 'Low Fat', 5773.1518);
INSERT INTO fatSales VALUES('NCP17', 'OUT018', 'Low Fat', 383.5008);
INSERT INTO fatSales VALUES('FDT23', 'OUT045', 'Regular', 1090.5804);
INSERT INTO fatSales VALUES('FDX15', 'OUT046', 'Low Fat', 1283.6624);
INSERT INTO fatSales VALUES('NCU42', 'OUT027', 'Low Fat', 4379.6324);
INSERT INTO fatSales VALUES('FDV23', 'OUT027', 'Low Fat', 3237.1196);
INSERT INTO fatSales VALUES('FDY34', 'OUT019', 'Regular', 331.5684);
INSERT INTO fatSales VALUES('FDE16', 'OUT010', 'Low Fat', 1041.977);
INSERT INTO fatSales VALUES('FDV60', 'OUT045', 'Regular', 3338.987);
INSERT INTO fatSales VALUES('FDQ44', 'OUT046', 'Low Fat', 2302.3364);
INSERT INTO fatSales VALUES('FDZ09', 'OUT013', 'Low Fat', 3111.9492);
INSERT INTO fatSales VALUES('FDW36', 'OUT049', 'Low Fat', 2011.3818);
INSERT INTO fatSales VALUES('NCZ30', 'OUT027', 'Low Fat', 3374.2744);
INSERT INTO fatSales VALUES('FDL09', 'OUT045', 'Regular', 2013.3792);
INSERT INTO fatSales VALUES('FDE05', 'OUT017', 'Regular', 1895.5326);
INSERT INTO fatSales VALUES('DRO35', 'OUT017', 'Low Fat', 1853.5872);
INSERT INTO fatSales VALUES('FDN60', 'OUT017', 'Low Fat', 2693.8268);
INSERT INTO fatSales VALUES('NCZ29', 'OUT046', 'Low Fat', 1384.1982);
INSERT INTO fatSales VALUES('FDX08', 'OUT018', 'Low Fat', 2706.477);
INSERT INTO fatSales VALUES('FDZ16', 'OUT010', 'Regular', 1162.4868);
INSERT INTO fatSales VALUES('DRL37', 'OUT013', 'Low Fat', 865.54);
INSERT INTO fatSales VALUES('FDL21', 'OUT035', 'Regular', 479.376);
INSERT INTO fatSales VALUES('FDW10', 'OUT017', 'Low Fat', 5469.547);
INSERT INTO fatSales VALUES('FDB53', 'OUT035', 'Low Fat', 3877.6192);
INSERT INTO fatSales VALUES('DRM49', 'OUT035', 'Regular', 624.5204);
INSERT INTO fatSales VALUES('NCD06', 'OUT049', 'Low Fat', 652.484);
INSERT INTO fatSales VALUES('FDN10', 'OUT027', 'Low Fat', 2844.2976);
INSERT INTO fatSales VALUES('FDS13', 'OUT019', 'Low Fat', 1324.942);
INSERT INTO fatSales VALUES('FDH38', 'OUT049', 'Low Fat', 1406.1696);
INSERT INTO fatSales VALUES('FDY21', 'OUT027', 'Low Fat', 5303.097);
INSERT INTO fatSales VALUES('FDT60', 'OUT045', 'Low Fat', 2105.2596);
INSERT INTO fatSales VALUES('DRZ24', 'OUT049', 'Low Fat', 3835.008);
INSERT INTO fatSales VALUES('FDW56', 'OUT049', 'Low Fat', 5195.2374);
INSERT INTO fatSales VALUES('FDG57', 'OUT045', 'Low Fat', 194.4136);
INSERT INTO fatSales VALUES('FDY14', 'OUT013', 'Low Fat', 6079.4198);
INSERT INTO fatSales VALUES('FDS19', 'OUT017', 'Regular', 1669.8264);
INSERT INTO fatSales VALUES('FDX01', 'OUT035', 'Low Fat', 815.605);
INSERT INTO fatSales VALUES('FDV32', 'OUT017', 'Low Fat', 1328.271);
INSERT INTO fatSales VALUES('DRI39', 'OUT017', 'Low Fat', 679.116);
INSERT INTO fatSales VALUES('NCU05', 'OUT018', 'Low Fat', 966.7416);
INSERT INTO fatSales VALUES('NCA29', 'OUT017', 'Low Fat', 3593.3226);
INSERT INTO fatSales VALUES('FDO10', 'OUT019', 'Regular', 400.8116);
INSERT INTO fatSales VALUES('DRL47', 'OUT045', 'Low Fat', 1887.543);
INSERT INTO fatSales VALUES('FDA50', 'OUT019', 'Low Fat', 96.541);
INSERT INTO fatSales VALUES('FDU23', 'OUT027', 'Low Fat', 2476.776);
INSERT INTO fatSales VALUES('FDR27', 'OUT018', 'Regular', 1854.9188);
INSERT INTO fatSales VALUES('DRH36', 'OUT017', 'Low Fat', 2162.5184);
